date,event_harbour,harbourmin1,event_WWTW,wwtwmin1,wwtwmin2,rainfall_warkworth,rainfall_rothbury,flow_morwick,flow_rothbury,Roth_rainfall_lag1,Roth_rainfall_lag2,Roth_rainfall_lag3,Roth_flow_lag1,Roth_flow_lag2,Roth_flow_lag3,Wark_rainfall_lag1,Wark_rainfall_lag2,Wark_rainfall_lag3,Mor_flow_lag1,Mor_flow_lag2,Mor_flow_lag3,Roth_rainfall_roll3,Roth_rainfall_roll7,Roth_flow_roll3,Roth_flow_roll7,Wark_rainfall_roll3,Wark_rainfall_roll7,Mor_flow_roll3,Mor_flow_roll7,Roth_rainfall_sum3,Roth_rainfall_sum7,Wark_rainfall_sum3,Wark_rainfall_sum7
29/11/2024,0,0,1,0,0,1.6,0.8,6.381,4.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/11/2024,0,0,0,1,0,0,0,6.097,5.201,0.8,NA,NA,4.976,NA,NA,1.6,NA,NA,6.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/2024,0,0,0,0,0,1.2,6,8.086,7.965,0,0.8,NA,5.201,4.976,NA,0,1.6,NA,6.097,6.381,NA,2.266666667,NA,6.047333333,NA,0.933333333,NA,6.854666667,NA,6.8,NA,2.8,NA
02/12/2024,0,0,1,0,0,8.8,8,16.279,9.667,6,0,0.8,7.965,5.201,4.976,1.2,0,1.6,8.086,6.097,6.381,4.666666667,NA,7.611,NA,3.333333333,NA,10.154,NA,14,NA,10,NA
03/12/2024,0,0,1,1,0,2.2,1,12.215,7.227,8,6,0,9.667,7.965,5.201,8.8,1.2,0,16.279,8.086,6.097,5,NA,8.286333333,NA,4.066666667,NA,12.19333333,NA,15,NA,12.2,NA
04/12/2024,0,0,0,1,0,1.4,2.8,9.994,7.48,1,8,6,7.227,9.667,7.965,2.2,8.8,1.2,12.215,16.279,8.086,3.933333333,NA,8.124666667,NA,4.133333333,NA,12.82933333,NA,11.8,NA,12.4,NA
05/12/2024,1,0,1,0,0,9.6,9.8,29.081,15.892,2.8,1,8,7.48,7.227,9.667,1.4,2.2,8.8,9.994,12.215,16.279,4.533333333,4.057142857,10.19966667,8.344,4.4,3.542857143,17.09666667,12.59042857,13.6,28.4,13.2,24.8
06/12/2024,1,1,1,1,0,9,10.6,27.928,16.873,9.8,2.8,1,15.892,7.48,7.227,9.6,1.4,2.2,29.081,9.994,12.215,7.733333333,5.457142857,13.415,10.04357143,6.666666667,4.6,22.33433333,15.66857143,23.2,38.2,20,32.2
07/12/2024,1,1,1,1,1,27.8,36.4,132.422,108.234,10.6,9.8,2.8,16.873,15.892,7.48,9,9.6,1.4,27.928,29.081,9.994,18.93333333,10.65714286,46.99966667,24.76257143,15.46666667,8.571428571,63.14366667,33.715,56.8,74.6,46.4,60
08/12/2024,1,1,1,1,1,4.4,8.4,107.632,58.539,36.4,10.6,9.8,108.234,16.873,15.892,27.8,9,9.6,132.422,27.928,29.081,18.46666667,11,61.21533333,31.98742857,13.73333333,9.028571429,89.32733333,47.93585714,55.4,77,41.2,63.2
09/12/2024,0,1,1,1,1,1,0.8,42.781,22.95,8.4,36.4,10.6,58.539,108.234,16.873,4.4,27.8,9,107.632,132.422,27.928,15.2,9.971428571,63.241,33.885,11.06666667,7.914285714,94.27833333,51.72185714,45.6,69.8,33.2,55.4
10/12/2024,0,0,0,1,1,0,0,25.885,13.529,0.8,8.4,36.4,22.95,58.539,108.234,1,4.4,27.8,42.781,107.632,132.422,3.066666667,9.828571429,31.67266667,34.78528571,1.8,7.6,58.766,53.67471429,9.2,68.8,5.4,53.2
11/12/2024,0,0,0,0,1,0,0,18.308,10.172,0,0.8,8.4,13.529,22.95,58.539,0,1,4.4,25.885,42.781,107.632,0.266666667,9.428571429,15.55033333,35.16985714,0.333333333,7.4,28.99133333,54.86242857,0.8,66,1,51.8
12/12/2024,0,0,0,0,0,0,1,15.149,8.329,0,0,0.8,10.172,13.529,22.95,0,0,1,18.308,25.885,42.781,0.333333333,8.171428571,10.67666667,34.08942857,0,6.028571429,19.78066667,52.87214286,1,57.2,0,42.2
13/12/2024,0,0,0,0,0,0,0.2,13.421,7.297,1,0,0,8.329,10.172,13.529,0,0,0,15.149,18.308,25.885,0.4,6.685714286,8.599333333,32.72142857,0,4.742857143,15.626,50.79971429,1.2,46.8,0,33.2
14/12/2024,0,0,0,0,0,0,0,11.906,6.535,0.2,1,0,7.297,8.329,10.172,0,0,0,13.421,15.149,18.308,0.4,1.485714286,7.387,18.193,0,0.771428571,13.492,33.58314286,1.2,10.4,0,5.4
15/12/2024,0,0,0,0,0,0,0.2,10.371,5.97,0,0.2,1,6.535,7.297,8.329,0,0,0,11.906,13.421,15.149,0.133333333,0.314285714,6.600666667,10.68314286,0,0.142857143,11.89933333,19.68871429,0.4,2.2,0,1
16/12/2024,0,0,0,0,0,0,0.2,9.32,5.638,0.2,0,0.2,5.97,6.535,7.297,0,0,0,10.371,11.906,13.421,0.133333333,0.228571429,6.047666667,8.21,0,0,10.53233333,14.90857143,0.4,1.6,0,0
17/12/2024,0,0,1,0,0,2.4,2.6,8.682,5.38,0.2,0.2,0,5.638,5.97,6.535,0,0,0,9.32,10.371,11.906,1,0.6,5.662666667,7.045857143,0.8,0.342857143,9.457666667,12.451,3,4.2,2.4,2.4
18/12/2024,0,0,1,1,0,0,0.2,9.318,7.202,2.6,0.2,0.2,5.38,5.638,5.97,2.4,0,0,8.682,9.32,10.371,1,0.628571429,6.073333333,6.621571429,0.8,0.342857143,9.106666667,11.16671429,3,4.4,2.4,2.4
19/12/2024,0,0,0,1,0,0,0,8.393,5.565,0.2,2.6,0.2,7.202,5.38,5.638,0,2.4,0,9.318,8.682,9.32,0.933333333,0.485714286,6.049,6.226714286,0.8,0.342857143,8.797666667,10.20157143,2.8,3.4,2.4,2.4
20/12/2024,0,0,0,0,0,0,0.2,7.175,4.983,0,0.2,2.6,5.565,7.202,5.38,0,0,2.4,8.393,9.318,8.682,0.133333333,0.485714286,5.916666667,5.896142857,0,0.342857143,8.295333333,9.309285714,0.4,3.4,0,2.4
21/12/2024,0,0,0,0,0,0,1.4,6.847,5.012,0.2,0,0.2,4.983,5.565,7.202,0,0,0,7.175,8.393,9.318,0.533333333,0.685714286,5.186666667,5.678571429,0,0.342857143,7.471666667,8.586571429,1.6,4.8,0,2.4
22/12/2024,0,0,0,0,0,0,0,6.606,5.08,1.4,0.2,0,5.012,4.983,5.565,0,0,0,6.847,7.175,8.393,0.533333333,0.657142857,5.025,5.551428571,0,0.342857143,6.876,8.048714286,1.6,4.6,0,2.4
23/12/2024,0,0,0,0,0,1.2,1,5.98,4.472,0,1.4,0.2,5.08,5.012,4.983,0,0,0,6.606,6.847,7.175,0.8,0.771428571,4.854666667,5.384857143,0.4,0.514285714,6.477666667,7.571571429,2.4,5.4,1.2,3.6
24/12/2024,1,0,0,0,0,0.2,0,5.529,4.26,1,0,1.4,4.472,5.08,5.012,1.2,0,0,5.98,6.606,6.847,0.333333333,0.4,4.604,5.224857143,0.466666667,0.2,6.038333333,7.121142857,1,2.8,1.4,1.4
25/12/2024,0,1,0,0,0,0,0,5.202,3.976,0,1,0,4.26,4.472,5.08,0.2,1.2,0,5.529,5.98,6.606,0.333333333,0.371428571,4.236,4.764,0.466666667,0.2,5.570333333,6.533142857,1,2.6,1.4,1.4
26/12/2024,0,0,0,0,0,0,0,4.839,3.696,0,0,1,3.976,4.26,4.472,0,0.2,1.2,5.202,5.529,5.98,0,0.371428571,3.977333333,4.497,0.066666667,0.2,5.19,6.025428571,0,2.6,0.2,1.4
27/12/2024,0,0,0,0,0,0.2,0,4.565,3.511,0,0,0,3.696,3.976,4.26,0,0,0.2,4.839,5.202,5.529,0,0.342857143,3.727666667,4.286714286,0.066666667,0.228571429,4.868666667,5.652571429,0,2.4,0.2,1.6
28/12/2024,0,0,0,0,0,0,0,4.391,3.365,0,0,0,3.511,3.696,3.976,0.2,0,0,4.565,4.839,5.202,0,0.142857143,3.524,4.051428571,0.066666667,0.228571429,4.598333333,5.301714286,0,1,0.2,1.6
29/12/2024,0,0,0,0,0,1,0.2,4.231,3.237,0,0,0,3.365,3.511,3.696,0,0.2,0,4.391,4.565,4.839,0.066666667,0.171428571,3.371,3.788142857,0.4,0.371428571,4.395666667,4.962428571,0.2,1.2,1.2,2.6
30/12/2024,0,0,0,0,0,0,0,3.976,3.115,0.2,0,0,3.237,3.365,3.511,1,0,0.2,4.231,4.391,4.565,0.066666667,0.028571429,3.239,3.594285714,0.333333333,0.2,4.199333333,4.676142857,0.2,0.2,1,1.4
31/12/2024,0,0,1,0,0,2.6,9.4,6.066,7.846,0,0.2,0,3.115,3.237,3.365,0,1,0,3.976,4.231,4.391,3.2,1.371428571,4.732666667,4.106571429,1.2,0.542857143,4.757666667,4.752857143,9.6,9.6,3.6,3.8
01/01/2025,1,0,1,1,0,8.4,9.2,14.07,8.896,9.4,0,0.2,7.846,3.115,3.237,2.6,0,1,6.066,3.976,4.231,6.2,2.685714286,6.619,4.809428571,3.666666667,1.742857143,8.037333333,6.019714286,18.6,18.8,11,12.2
02/01/2025,1,0,1,1,1,0.6,0.4,9.64,6.087,9.2,9.4,0,8.896,7.846,3.115,8.4,2.6,0,14.07,6.066,3.976,6.333333333,2.742857143,7.609666667,5.151,3.866666667,1.828571429,9.925333333,6.705571429,19,19.2,11.6,12.8
03/01/2025,1,1,0,1,1,0.2,0.2,6.611,4.808,0.4,9.2,9.4,6.087,8.896,7.846,0.6,8.4,2.6,9.64,14.07,6.066,3.266666667,2.771428571,6.597,5.336285714,3.066666667,1.828571429,10.107,6.997857143,9.8,19.4,9.2,12.8
04/01/2025,1,1,0,0,0,0.2,0.2,5.683,4.358,0.2,0.4,9.2,4.808,6.087,8.896,0.2,0.6,8.4,6.611,9.64,14.07,0.266666667,2.8,5.084333333,5.478142857,0.333333333,1.857142857,7.311333333,7.182428571,0.8,19.6,1,13
05/01/2025,1,1,1,0,0,15.8,26.2,26.762,6.451,0.2,0.2,0.4,4.358,4.808,6.087,0.2,0.2,0.6,5.683,6.611,9.64,8.866666667,6.514285714,5.205666667,5.937285714,5.4,3.971428571,13.01866667,10.40114286,26.6,45.6,16.2,27.8
06/01/2025,1,1,1,1,0,12.8,18.2,47.762,15.639,26.2,0.2,0.2,6.451,4.358,4.808,15.8,0.2,0.2,26.762,5.683,6.611,14.86666667,9.114285714,8.816,7.726428571,9.6,5.8,26.73566667,16.65628571,44.6,63.8,28.8,40.6
07/01/2025,1,1,1,1,1,0,0.2,15.808,8.067,18.2,26.2,0.2,15.639,6.451,4.358,12.8,15.8,0.2,47.762,26.762,5.683,14.86666667,7.8,10.05233333,7.758,9.533333333,5.428571429,30.11066667,18.048,44.6,54.6,28.6,38
08/01/2025,1,1,0,1,1,0,0,10.294,5.918,0.2,18.2,26.2,8.067,15.639,6.451,0,12.8,15.8,15.808,47.762,26.762,6.133333333,6.485714286,9.874666667,7.332571429,4.266666667,4.228571429,24.62133333,17.50857143,18.4,45.4,12.8,29.6
09/01/2025,0,1,0,0,0,0.2,0.2,8.086,4.937,0,0.2,18.2,5.918,8.067,15.639,0,0,12.8,10.294,15.808,47.762,0.133333333,6.457142857,6.307333333,7.168285714,0.066666667,4.171428571,11.396,17.28657143,0.4,45.2,0.2,29.2
10/01/2025,0,0,0,0,0,0.4,0.2,6.921,4.442,0.2,0,0.2,4.937,5.918,8.067,0.2,0,0,8.086,10.294,15.808,0.133333333,6.457142857,5.099,7.116,0.2,4.2,8.433666667,17.33085714,0.4,45.2,0.6,29.4
11/01/2025,0,0,0,0,0,0.2,0.2,5.99,3.913,0.2,0.2,0,4.442,4.937,5.918,0.4,0.2,0,6.921,8.086,10.294,0.2,6.457142857,4.430666667,7.052428571,0.266666667,4.2,6.999,17.37471429,0.6,45.2,0.8,29.4
12/01/2025,0,0,0,0,0,0.2,0.2,5.567,3.93,0.2,0.2,0.2,3.913,4.442,4.937,0.2,0.4,0.2,5.99,6.921,8.086,0.2,2.742857143,4.095,6.692285714,0.266666667,1.971428571,6.159333333,14.34685714,0.6,19.2,0.8,13.8
13/01/2025,0,0,0,0,0,0,0,30.152,36.554,0.2,0.2,0.2,3.93,3.913,4.442,0.2,0.2,0.4,5.567,5.99,6.921,0.133333333,0.142857143,14.799,9.680142857,0.133333333,0.142857143,13.903,11.83114286,0.4,1,0.4,1
14/01/2025,0,0,0,0,0,1,0.2,29.199,19.291,0,0.2,0.2,36.554,3.93,3.913,0,0.2,0.2,30.152,5.567,5.99,0.133333333,0.142857143,19.925,11.28357143,0.4,0.285714286,21.63933333,13.74414286,0.4,1,1.2,2
15/01/2025,0,0,0,0,0,0,0.2,13.948,10.185,0.2,0,0.2,19.291,36.554,3.93,1,0,0.2,29.199,30.152,5.567,0.133333333,0.171428571,22.01,11.89314286,0.333333333,0.285714286,24.433,14.26614286,0.4,1.2,1,2
16/01/2025,0,0,0,0,0,0,0,10.218,7.481,0.2,0.2,0,10.185,19.291,36.554,0,1,0,13.948,29.199,30.152,0.133333333,0.142857143,12.319,12.25657143,0.333333333,0.257142857,17.78833333,14.57071429,0.4,1,1,1.8
17/01/2025,0,0,0,0,0,0,0,8.355,6.209,0,0.2,0.2,7.481,10.185,19.291,0,0,1,10.218,13.948,29.199,0.066666667,0.114285714,7.958333333,12.509,0,0.2,10.84033333,14.77557143,0.2,0.8,0,1.4
18/01/2025,0,0,0,0,0,0,0,7.329,5.577,0,0,0.2,6.209,7.481,10.185,0,0,0,8.355,10.218,13.948,0,0.085714286,6.422333333,12.74671429,0,0.171428571,8.634,14.96685714,0,0.6,0,1.2
19/01/2025,0,0,0,0,0,0,0,6.604,5.083,0,0,0,5.577,6.209,7.481,0,0,0,7.329,8.355,10.218,0,0.057142857,5.623,12.91142857,0,0.142857143,7.429333333,15.115,0,0.4,0,1
20/01/2025,0,0,0,0,0,0,0.2,6.001,4.734,0,0,0,5.083,5.577,6.209,0,0,0,6.604,7.329,8.355,0.066666667,0.085714286,5.131333333,8.365714286,0,0.142857143,6.644666667,11.66485714,0.2,0.6,0,1
21/01/2025,0,0,0,0,0,0,0.2,5.545,4.427,0.2,0,0,4.734,5.083,5.577,0,0,0,6.001,6.604,7.329,0.133333333,0.085714286,4.748,6.242285714,0,0,6.05,8.285714286,0.4,0.6,0,0
22/01/2025,0,0,0,0,0,0,1,5.16,4.08,0.2,0.2,0,4.427,4.734,5.083,0,0,0,5.545,6.001,6.604,0.466666667,0.2,4.413666667,5.370142857,0,0,5.568666667,7.030285714,1.4,1.4,0,0
23/01/2025,0,0,0,0,0,1.2,1.2,4.975,3.976,1,0.2,0.2,4.08,4.427,4.734,0,0,0,5.16,5.545,6.001,0.8,0.371428571,4.161,4.869428571,0.4,0.171428571,5.226666667,6.281285714,2.4,2.6,1.2,1.2
24/01/2025,0,0,0,0,0,1.6,3.4,5.802,6.707,1.2,1,0.2,3.976,4.08,4.427,1.2,0,0,4.975,5.16,5.545,1.866666667,0.857142857,4.921,4.940571429,0.933333333,0.4,5.312333333,5.916571429,5.6,6,2.8,2.8
25/01/2025,0,0,0,0,0,0,0,6.881,5.322,3.4,1.2,1,6.707,3.976,4.08,1.6,1.2,0,5.802,4.975,5.16,1.533333333,0.857142857,5.335,4.904142857,0.933333333,0.4,5.886,5.852571429,4.6,6,2.8,2.8
26/01/2025,0,0,1,0,0,2.8,3.8,5.513,5.372,0,3.4,1.2,5.322,6.707,3.976,0,1.6,1.2,6.881,5.802,4.975,2.4,1.4,5.800333333,4.945428571,1.466666667,0.8,6.065333333,5.696714286,7.2,9.8,4.4,5.6
27/01/2025,0,0,1,1,0,6.6,10.2,23.878,18.747,3.8,0,3.4,5.372,5.322,6.707,2.8,0,1.6,5.513,6.881,5.802,4.666666667,2.828571429,9.813666667,6.947285714,3.133333333,1.742857143,12.09066667,8.250571429,14,19.8,9.4,12.2
28/01/2025,0,0,0,1,0,0.2,0.2,15.475,10.368,10.2,3.8,0,18.747,5.372,5.322,6.6,2.8,0,23.878,5.513,6.881,4.733333333,2.828571429,11.49566667,7.796,3.2,1.771428571,14.95533333,9.669142857,14.2,19.8,9.6,12.4
29/01/2025,0,0,0,0,0,0,0.2,10.252,7.773,0.2,10.2,3.8,10.368,18.747,5.372,0.2,6.6,2.8,15.475,23.878,5.513,3.533333333,2.714285714,12.296,8.323571429,2.266666667,1.771428571,16.535,10.39657143,10.6,19,6.8,12.4
30/01/2025,0,0,0,0,0,0,0,8.06,6.238,0.2,0.2,10.2,7.773,10.368,18.747,0,0.2,6.6,10.252,15.475,23.878,0.133333333,2.542857143,8.126333333,8.646714286,0.066666667,1.6,11.26233333,10.83728571,0.4,17.8,0.2,11.2
31/01/2025,0,0,0,0,0,0.2,0.4,6.972,5.594,0,0.2,0.2,6.238,7.773,10.368,0,0,0.2,8.06,10.252,15.475,0.2,2.114285714,6.535,8.487714286,0.066666667,1.4,8.428,11.00442857,0.6,14.8,0.2,9.8
01/02/2025,0,0,0,0,0,0,0,6.331,5.144,0.4,0,0.2,5.594,6.238,7.773,0.2,0,0,6.972,8.06,10.252,0.133333333,2.114285714,5.658666667,8.462285714,0.066666667,1.4,7.121,10.92585714,0.4,14.8,0.2,9.8
02/02/2025,0,0,0,0,0,0,0,5.768,4.779,0,0.4,0,5.144,5.594,6.238,0,0.2,0,6.331,6.972,8.06,0.133333333,1.571428571,5.172333333,8.377571429,0.066666667,1,6.357,10.96228571,0.4,11,0.2,7
03/02/2025,0,0,0,0,0,0,0,5.291,4.493,0,0,0.4,4.779,5.144,5.594,0,0,0.2,5.768,6.331,6.972,0,0.114285714,4.805333333,6.341285714,0,0.057142857,5.796666667,8.307,0,0.8,0,0.4
04/02/2025,0,0,0,0,0,0.4,1.6,4.915,4.382,0,0,0,4.493,4.779,5.144,0,0,0,5.291,5.768,6.331,0.533333333,0.314285714,4.551333333,5.486142857,0.133333333,0.085714286,5.324666667,6.798428571,1.6,2.2,0.4,0.6
05/02/2025,0,0,0,0,0,0,0,4.765,4.172,1.6,0,0,4.382,4.493,4.779,0.4,0,0,4.915,5.291,5.768,0.533333333,0.285714286,4.349,4.971714286,0.133333333,0.085714286,4.990333333,6.014571429,1.6,2,0.4,0.6
06/02/2025,0,0,0,0,0,0,0,4.347,3.674,0,1.6,0,4.172,4.382,4.493,0,0.4,0,4.765,4.915,5.291,0.533333333,0.285714286,4.076,4.605428571,0.133333333,0.085714286,4.675666667,5.484142857,1.6,2,0.4,0.6
07/02/2025,0,0,0,0,0,0.2,0,4.113,3.524,0,0,1.6,3.674,4.172,4.382,0,0,0.4,4.347,4.765,4.915,0,0.228571429,3.79,4.309714286,0.066666667,0.085714286,4.408333333,5.075714286,0,1.6,0.2,0.6
08/02/2025,0,0,1,0,0,3,4.8,4.199,3.815,0,0,0,3.524,3.674,4.172,0.2,0,0,4.113,4.347,4.765,1.6,0.914285714,3.671,4.119857143,1.066666667,0.514285714,4.219666667,4.771142857,4.8,6.4,3.2,3.6
09/02/2025,0,0,0,1,0,1,1.6,4.677,4.105,4.8,0,0,3.815,3.524,3.674,3,0.2,0,4.199,4.113,4.347,2.133333333,1.142857143,3.814666667,4.023571429,1.4,0.657142857,4.329666667,4.615285714,6.4,8,4.2,4.6
10/02/2025,0,0,0,0,0,1.8,9,6.115,5.689,1.6,4.8,0,4.105,3.815,3.524,1,3,0.2,4.677,4.199,4.113,5.133333333,2.428571429,4.536333333,4.194428571,1.933333333,0.914285714,4.997,4.733,15.4,17,5.8,6.4
11/02/2025,0,0,0,0,0,1.8,7,15.647,10.159,9,1.6,4.8,5.689,4.105,3.815,1.8,1,3,6.115,4.677,4.199,5.866666667,3.2,6.651,5.019714286,1.533333333,1.114285714,8.813,6.266142857,17.6,22.4,4.6,7.8
12/02/2025,0,0,0,0,0,0.4,1.4,12.064,8.536,7,9,1.6,10.159,5.689,4.105,1.8,1.8,1,15.647,6.115,4.677,5.8,3.4,8.128,5.643142857,1.333333333,1.171428571,11.27533333,7.308857143,17.4,23.8,4,8.2
13/02/2025,0,0,0,0,0,0,0.2,8.817,6.364,1.4,7,9,8.536,10.159,5.689,0.4,1.8,1.8,12.064,15.647,6.115,2.866666667,3.428571429,8.353,6.027428571,0.733333333,1.171428571,12.176,7.947428571,8.6,24,2.2,8.2
14/02/2025,0,0,0,0,0,0,0,7.057,5.417,0.2,1.4,7,6.364,8.536,10.159,0,0.4,1.8,8.817,12.064,15.647,0.533333333,3.428571429,6.772333333,6.297857143,0.133333333,1.142857143,9.312666667,8.368,1.6,24,0.4,8
15/02/2025,0,0,0,0,0,1.4,1.2,6.213,5.031,0,0.2,1.4,5.417,6.364,8.536,0,0,0.4,7.057,8.817,12.064,0.466666667,2.914285714,5.604,6.471571429,0.466666667,0.914285714,7.362333333,8.655714286,1.4,20.4,1.4,6.4
16/02/2025,0,0,1,0,0,4.4,0.8,5.962,4.835,1.2,0,0.2,5.031,5.417,6.364,1.4,0,0,6.213,7.057,8.817,0.666666667,2.8,5.094333333,6.575857143,1.933333333,1.4,6.410666667,8.839285714,2,19.6,5.8,9.8
17/02/2025,0,0,0,1,0,0,0,5.465,4.415,0.8,1.2,0,4.835,5.031,5.417,4.4,1.4,0,5.962,6.213,7.057,0.666666667,1.514285714,4.760333333,6.393857143,1.933333333,1.142857143,5.88,8.746428571,2,10.6,5.8,8
18/02/2025,0,0,0,0,0,0,0,4.933,4.001,0,0.8,1.2,4.415,4.835,5.031,0,4.4,1.4,5.465,5.962,6.213,0.266666667,0.514285714,4.417,5.514142857,1.466666667,0.885714286,5.453333333,7.215857143,0.8,3.6,4.4,6.2
