date,event_harbour,harbourmin1,event_WWTW,wwtwmin1,wwtwmin2,rainfall_warkworth,rainfall_rothbury,flow_morwick,flow_rothbury,Roth_rainfall_lag1,Roth_rainfall_lag2,Roth_rainfall_lag3,Roth_flow_lag1,Roth_flow_lag2,Roth_flow_lag3,Wark_rainfall_lag1,Wark_rainfall_lag2,Wark_rainfall_lag3,Mor_flow_lag1,Mor_flow_lag2,Mor_flow_lag3,Roth_rainfall_roll3,Roth_rainfall_roll7,Roth_flow_roll3,Roth_flow_roll7,Wark_rainfall_roll3,Wark_rainfall_roll7,Mor_flow_roll3,Mor_flow_roll7,Roth_rainfall_sum3,Roth_rainfall_sum7,Wark_rainfall_sum3,Wark_rainfall_sum7
19/02/2025,0,0,0,0,0,1.4,1.8,4.67,3.868,0,0,0.8,4.001,4.415,4.835,0,0,4.4,4.933,5.465,5.962,0.6,0.571428571,4.094666667,4.847285714,0.466666667,1.028571429,5.022666667,6.159571429,1.8,4,1.4,7.2
20/02/2025,1,0,1,0,0,4.4,3.2,6.464,7.091,1.8,0,0,3.868,4.001,4.415,1.4,0,0,4.67,4.933,5.465,1.666666667,1,4.986666667,4.951142857,1.933333333,1.657142857,5.355666667,5.823428571,5,7,5.8,11.6
21/02/2025,0,1,0,1,0,0.6,1.8,7.776,5.913,3.2,1.8,0,7.091,3.868,4.001,4.4,1.4,0,6.464,4.67,4.933,2.266666667,1.257142857,5.624,5.022,2.133333333,1.742857143,6.303333333,5.926142857,6.8,8.8,6.4,12.2
22/02/2025,0,0,0,0,0,0,0,6.473,5.245,1.8,3.2,1.8,5.913,7.091,3.868,0.6,4.4,1.4,7.776,6.464,4.67,1.666666667,1.085714286,6.083,5.052571429,1.666666667,1.542857143,6.904333333,5.963285714,5,7.6,5,10.8
23/02/2025,0,0,1,0,0,2.6,3,5.773,5.173,0,1.8,3.2,5.245,5.913,7.091,0,0.6,4.4,6.473,7.776,6.464,1.6,1.4,5.443666667,5.100857143,1.066666667,1.285714286,6.674,5.936285714,4.8,9.8,3.2,9
24/02/2025,0,0,0,1,0,0,0.2,7.076,5.717,3,0,1.8,5.173,5.245,5.913,2.6,0,0.6,5.773,6.473,7.776,1.066666667,1.428571429,5.378333333,5.286857143,0.866666667,1.285714286,6.440666667,6.166428571,3.2,10,2.6,9
25/02/2025,0,0,0,0,0,0,0,5.833,4.812,0.2,3,0,5.717,5.173,5.245,0,2.6,0,7.076,5.773,6.473,1.066666667,1.428571429,5.234,5.402714286,0.866666667,1.285714286,6.227333333,6.295,3.2,10,2.6,9
26/02/2025,0,0,0,0,0,2,1.6,5.14,4.446,0,0.2,3,4.812,5.717,5.173,0,0,2.6,5.833,7.076,5.773,0.6,1.4,4.991666667,5.485285714,0.666666667,1.371428571,6.016333333,6.362142857,1.8,9.8,2,9.6
27/02/2025,0,0,0,0,0,0.6,0.2,4.918,4.186,1.6,0,0.2,4.446,4.812,5.717,2,0,0,5.14,5.833,7.076,0.6,0.971428571,4.481333333,5.070285714,0.866666667,0.828571429,5.297,6.141285714,1.8,6.8,2.6,5.8
28/02/2025,0,0,0,0,0,0,0,4.425,3.695,0.2,1.6,0,4.186,4.446,4.812,0.6,2,0,4.918,5.14,5.833,0.6,0.714285714,4.109,4.753428571,0.866666667,0.742857143,4.827666667,5.662571429,1.8,5,2.6,5.2
01/03/2025,0,0,0,0,0,0,0,4.043,3.453,0,0.2,1.6,3.695,4.186,4.446,0,0.6,2,4.425,4.918,5.14,0.066666667,0.714285714,3.778,4.497428571,0.2,0.742857143,4.462,5.315428571,0.2,5,0.6,5.2
02/03/2025,0,0,0,0,0,0,0,3.829,3.275,0,0,0.2,3.453,3.695,4.186,0,0,0.6,4.043,4.425,4.918,0,0.285714286,3.474333333,4.226285714,0,0.371428571,4.099,5.037714286,0,2,0,2.6
03/03/2025,0,0,0,0,0,0,0,3.593,3.112,0,0,0,3.275,3.453,3.695,0,0,0,3.829,4.043,4.425,0,0.257142857,3.28,3.854142857,0,0.371428571,3.821666667,4.540142857,0,1.8,0,2.6
04/03/2025,0,0,0,0,0,0,0,3.378,2.975,0,0,0,3.112,3.275,3.453,0,0,0,3.593,3.829,4.043,0,0.257142857,3.120666667,3.591714286,0,0.371428571,3.6,4.189428571,0,1.8,0,2.6
05/03/2025,0,0,0,0,0,1,0,3.214,2.828,0,0,0,2.975,3.112,3.275,0,0,0,3.378,3.593,3.829,0,0.028571429,2.971666667,3.360571429,0.333333333,0.228571429,3.395,3.914285714,0,0.2,1,1.6
06/03/2025,0,0,0,0,0,0.2,1.2,3.108,2.735,0,0,0,2.828,2.975,3.112,1,0,0,3.214,3.378,3.593,0.4,0.171428571,2.846,3.153285714,0.4,0.171428571,3.233333333,3.655714286,1.2,1.2,1.2,1.2
07/03/2025,0,0,0,0,0,1.6,3.2,3.057,2.823,1.2,0,0,2.735,2.828,2.975,0.2,1,0,3.108,3.214,3.378,1.466666667,0.628571429,2.795333333,3.028714286,0.933333333,0.4,3.126333333,3.460285714,4.4,4.4,2.8,2.8
08/03/2025,0,0,0,0,0,0,0,3.117,2.888,3.2,1.2,0,2.823,2.735,2.828,1.6,0.2,1,3.057,3.108,3.214,1.466666667,0.628571429,2.815333333,2.948,0.6,0.4,3.094,3.328,4.4,4.4,1.8,2.8
09/03/2025,0,0,0,0,0,0,0,3.037,2.643,0,3.2,1.2,2.888,2.823,2.735,0,1.6,0.2,3.117,3.057,3.108,1.066666667,0.628571429,2.784666667,2.857714286,0.533333333,0.4,3.070333333,3.214857143,3.2,4.4,1.6,2.8
10/03/2025,0,0,0,0,0,0.2,0.6,2.892,2.541,0,0,3.2,2.643,2.888,2.823,0,0,1.6,3.037,3.117,3.057,0.2,0.714285714,2.690666667,2.776142857,0.066666667,0.428571429,3.015333333,3.114714286,0.6,5,0.2,3
11/03/2025,0,0,0,0,0,0.4,1.2,2.834,2.502,0.6,0,0,2.541,2.643,2.888,0.2,0,0,2.892,3.037,3.117,0.6,0.885714286,2.562,2.708571429,0.2,0.485714286,2.921,3.037,1.8,6.2,0.6,3.4
12/03/2025,0,0,1,0,0,4.6,9.4,3.015,3.245,1.2,0.6,0,2.502,2.541,2.643,0.4,0.2,0,2.834,2.892,3.037,3.733333333,2.228571429,2.762666667,2.768142857,1.733333333,1,2.913666667,3.008571429,11.2,15.6,5.2,7
13/03/2025,0,0,0,1,0,2.4,3.2,4.794,3.937,9.4,1.2,0.6,3.245,2.502,2.541,4.6,0.4,0.2,3.015,2.834,2.892,4.6,2.514285714,3.228,2.939857143,2.466666667,1.314285714,3.547666667,3.249428571,13.8,17.6,7.4,9.2
14/03/2025,0,0,0,0,0,0.4,0.2,4.278,3.146,3.2,9.4,1.2,3.937,3.245,2.502,2.4,4.6,0.4,4.794,3.015,2.834,4.266666667,2.085714286,3.442666667,2.986,2.466666667,1.142857143,4.029,3.423857143,12.8,14.6,7.4,8
15/03/2025,0,0,0,0,0,0.2,0.2,3.608,2.935,0.2,3.2,9.4,3.146,3.937,3.245,0.4,2.4,4.6,4.278,4.794,3.015,1.2,2.114285714,3.339333333,2.992714286,1,1.171428571,4.226666667,3.494,3.6,14.8,3,8.2
16/03/2025,0,0,0,0,0,0,0,3.269,2.7,0.2,0.2,3.2,2.935,3.146,3.937,0.2,0.4,2.4,3.608,4.278,4.794,0.133333333,2.114285714,2.927,3.000857143,0.2,1.171428571,3.718333333,3.527142857,0.4,14.8,0.6,8.2
17/03/2025,0,0,0,0,0,0.2,0.6,3.052,2.536,0,0.2,0.2,2.7,2.935,3.146,0,0.2,0.4,3.269,3.608,4.278,0.266666667,2.114285714,2.723666667,3.000142857,0.133333333,1.171428571,3.309666667,3.55,0.8,14.8,0.4,8.2
18/03/2025,0,0,0,0,0,0,0,2.909,2.402,0.6,0,0.2,2.536,2.7,2.935,0.2,0,0.2,3.052,3.269,3.608,0.2,1.942857143,2.546,2.985857143,0.066666667,1.114285714,3.076666667,3.560714286,0.6,13.6,0.2,7.8
19/03/2025,0,0,0,0,0,0.2,0,2.802,2.292,0,0.6,0,2.402,2.536,2.7,0,0.2,0,2.909,3.052,3.269,0.2,0.6,2.41,2.849714286,0.133333333,0.485714286,2.921,3.530285714,0.6,4.2,0.4,3.4
20/03/2025,0,0,0,0,0,0,0,2.704,2.228,0,0,0.6,2.292,2.402,2.536,0.2,0,0.2,2.802,2.909,3.052,0,0.142857143,2.307333333,2.605571429,0.066666667,0.142857143,2.805,3.231714286,0,1,0.2,1
21/03/2025,0,0,0,0,0,0.2,0,2.651,2.183,0,0,0,2.228,2.292,2.402,0,0.2,0,2.704,2.802,2.909,0,0.114285714,2.234333333,2.468,0.133333333,0.114285714,2.719,2.999285714,0,0.8,0.4,0.8
22/03/2025,0,0,1,0,0,6.4,9.4,2.744,3.002,0,0,0,2.183,2.228,2.292,0.2,0,0.2,2.651,2.704,2.802,3.133333333,1.428571429,2.471,2.477571429,2.2,1,2.699666667,2.875857143,9.4,10,6.6,7
23/03/2025,0,0,0,1,0,0.2,0,4.52,4.648,9.4,0,0,3.002,2.183,2.228,6.4,0.2,0,2.744,2.651,2.704,3.133333333,1.428571429,3.277666667,2.755857143,2.266666667,1.028571429,3.305,3.054571429,9.4,10,6.8,7.2
24/03/2025,0,0,0,0,0,0,0,4.282,3.169,0,9.4,0,4.648,3.002,2.183,0.2,6.4,0.2,4.52,2.744,2.651,3.133333333,1.342857143,3.606333333,2.846285714,2.2,1,3.848666667,3.230285714,9.4,9.4,6.6,7
25/03/2025,0,0,0,0,0,0,0,3.375,2.624,0,0,9.4,3.169,4.648,3.002,0,0.2,6.4,4.282,4.52,2.744,0,1.342857143,3.480333333,2.878,0.066666667,1,4.059,3.296857143,0,9.4,0.2,7
26/03/2025,0,0,0,0,0,0,0,2.968,2.376,0,0,0,2.624,3.169,4.648,0,0,0.2,3.375,4.282,4.52,0,1.342857143,2.723,2.89,0,0.971428571,3.541666667,3.320571429,0,9.4,0,6.8
27/03/2025,0,0,0,0,0,0,0,2.785,2.295,0,0,0,2.376,2.624,3.169,0,0,0,2.968,3.375,4.282,0,1.342857143,2.431666667,2.899571429,0,0.971428571,3.042666667,3.332142857,0,9.4,0,6.8
28/03/2025,0,0,0,0,0,0,0.6,2.692,2.398,0,0,0,2.295,2.376,2.624,0,0,0,2.785,2.968,3.375,0.2,1.428571429,2.356333333,2.930285714,0,0.942857143,2.815,3.338,0.6,10,0,6.6
29/03/2025,0,0,0,0,0,0.2,0.2,2.684,2.254,0.6,0,0,2.398,2.295,2.376,0,0,0,2.692,2.785,2.968,0.266666667,0.114285714,2.315666667,2.823428571,0.066666667,0.057142857,2.720333333,3.329428571,0.8,0.8,0.2,0.4
30/03/2025,0,0,0,0,0,0,0,2.569,2.167,0.2,0.6,0,2.254,2.398,2.295,0.2,0,0,2.684,2.692,2.785,0.266666667,0.114285714,2.273,2.469,0.066666667,0.028571429,2.648333333,3.050714286,0.8,0.8,0.2,0.2
31/03/2025,0,0,0,0,0,0,0,2.498,2.038,0,0.2,0.6,2.167,2.254,2.398,0,0.2,0,2.569,2.684,2.692,0.066666667,0.114285714,2.153,2.307428571,0.066666667,0.028571429,2.583666667,2.795857143,0.2,0.8,0.2,0.2
01/04/2025,0,0,0,0,0,0,0,2.403,1.964,0,0,0.2,2.038,2.167,2.254,0,0,0.2,2.498,2.569,2.684,0,0.114285714,2.056333333,2.213142857,0,0.028571429,2.49,2.657,0,0.8,0,0.2
02/04/2025,0,0,0,0,0,0,0,2.328,1.895,0,0,0,1.964,2.038,2.167,0,0,0,2.403,2.498,2.569,0,0.114285714,1.965666667,2.144428571,0,0.028571429,2.409666667,2.565571429,0,0.8,0,0.2
03/04/2025,0,0,0,0,0,0,0,2.271,1.857,0,0,0,1.895,1.964,2.038,0,0,0,2.328,2.403,2.498,0,0.114285714,1.905333333,2.081857143,0,0.028571429,2.334,2.492142857,0,0.8,0,0.2
04/04/2025,0,0,0,0,0,0,0,2.229,1.814,0,0,0,1.857,1.895,1.964,0,0,0,2.271,2.328,2.403,0,0.028571429,1.855333333,1.998428571,0,0.028571429,2.276,2.426,0,0.2,0,0.2
05/04/2025,0,0,0,0,0,0,0,2.19,1.771,0,0,0,1.814,1.857,1.895,0,0,0,2.229,2.271,2.328,0,0,1.814,1.929428571,0,0,2.23,2.355428571,0,0,0,0
06/04/2025,0,0,0,0,0,0,0,2.147,1.737,0,0,0,1.771,1.814,1.857,0,0,0,2.19,2.229,2.271,0,0,1.774,1.868,0,0,2.188666667,2.295142857,0,0,0,0
07/04/2025,0,0,0,0,0,0.2,0,2.095,1.7,0,0,0,1.737,1.771,1.814,0,0,0,2.147,2.19,2.229,0,0,1.736,1.819714286,0.066666667,0.028571429,2.144,2.237571429,0,0,0.2,0.2
08/04/2025,0,0,0,0,0,0,0,2.058,1.667,0,0,0,1.7,1.737,1.771,0.2,0,0,2.095,2.147,2.19,0,0,1.701333333,1.777285714,0.066666667,0.028571429,2.1,2.188285714,0,0,0.2,0.2
09/04/2025,0,0,0,0,0,0,0,2.05,1.652,0,0,0,1.667,1.7,1.737,0,0.2,0,2.058,2.095,2.147,0,0,1.673,1.742571429,0.066666667,0.028571429,2.067666667,2.148571429,0,0,0.2,0.2
10/04/2025,0,0,0,0,0,0,0,2.024,1.626,0,0,0,1.652,1.667,1.7,0,0,0.2,2.05,2.058,2.095,0,0,1.648333333,1.709571429,0,0.028571429,2.044,2.113285714,0,0,0,0.2
11/04/2025,0,0,0,0,0,0,0,2.005,1.583,0,0,0,1.626,1.652,1.667,0,0,0,2.024,2.05,2.058,0,0,1.620333333,1.676571429,0,0.028571429,2.026333333,2.081285714,0,0,0,0.2
12/04/2025,0,0,0,0,0,0,0,1.988,1.566,0,0,0,1.583,1.626,1.652,0,0,0,2.005,2.024,2.05,0,0,1.591666667,1.647285714,0,0.028571429,2.005666667,2.052428571,0,0,0,0.2
13/04/2025,0,0,0,0,0,0,0,1.97,1.539,0,0,0,1.566,1.583,1.626,0,0,0,1.988,2.005,2.024,0,0,1.562666667,1.619,0,0.028571429,1.987666667,2.027142857,0,0,0,0.2
14/04/2025,0,0,0,0,0,1.2,1.6,1.964,1.562,0,0,0,1.539,1.566,1.583,0,0,0,1.97,1.988,2.005,0.533333333,0.228571429,1.555666667,1.599285714,0.4,0.171428571,1.974,2.008428571,1.6,1.6,1.2,1.2
15/04/2025,0,0,0,0,0,0.4,0.8,2.017,1.688,1.6,0,0,1.562,1.539,1.566,1.2,0,0,1.964,1.97,1.988,0.8,0.342857143,1.596333333,1.602285714,0.533333333,0.228571429,1.983666667,2.002571429,2.4,2.4,1.6,1.6
16/04/2025,0,0,0,0,0,2.2,5.6,2.127,2.017,0.8,1.6,0,1.688,1.562,1.539,0.4,1.2,0,2.017,1.964,1.97,2.666666667,1.142857143,1.755666667,1.654428571,1.266666667,0.542857143,2.036,2.013571429,8,8,3.8,3.8
17/04/2025,0,0,0,0,0,0,0.2,2.35,2.129,5.6,0.8,1.6,2.017,1.688,1.562,2.2,0.4,1.2,2.127,2.017,1.964,2.2,1.171428571,1.944666667,1.726285714,0.866666667,0.542857143,2.164666667,2.060142857,6.6,8.2,2.6,3.8
18/04/2025,0,0,0,0,0,0.2,0,2.391,1.821,0.2,5.6,0.8,2.129,2.017,1.688,0,2.2,0.4,2.35,2.127,2.017,1.933333333,1.171428571,1.989,1.760285714,0.8,0.571428571,2.289333333,2.115285714,5.8,8.2,2.4,4
19/04/2025,0,0,0,0,0,0,0,2.225,1.71,0,0.2,5.6,1.821,2.129,2.017,0.2,0,2.2,2.391,2.35,2.127,0.066666667,1.171428571,1.886666667,1.780857143,0.066666667,0.571428571,2.322,2.149142857,0.2,8.2,0.2,4
20/04/2025,0,0,0,0,0,0,0,2.119,1.641,0,0,0.2,1.71,1.821,2.129,0,0.2,0,2.225,2.391,2.35,0,1.171428571,1.724,1.795428571,0.066666667,0.571428571,2.245,2.170428571,0,8.2,0.2,4
21/04/2025,0,0,0,0,0,0.6,0,2.081,1.579,0,0,0,1.641,1.71,1.821,0,0,0.2,2.119,2.225,2.391,0,0.942857143,1.643333333,1.797857143,0.2,0.485714286,2.141666667,2.187142857,0,6.6,0.6,3.4
22/04/2025,0,0,0,0,0,0,0,2.029,1.539,0,0,0,1.579,1.641,1.71,0.6,0,0,2.081,2.119,2.225,0,0.828571429,1.586333333,1.776571429,0.2,0.428571429,2.076333333,2.188857143,0,5.8,0.6,3
23/04/2025,0,0,0,0,0,0,0,1.989,1.498,0,0,0,1.539,1.579,1.641,0,0.6,0,2.029,2.081,2.119,0,0.028571429,1.538666667,1.702428571,0.2,0.114285714,2.033,2.169142857,0,0.2,0.6,0.8
24/04/2025,0,0,0,0,0,0,0,1.97,1.46,0,0,0,1.498,1.539,1.579,0,0,0.6,1.989,2.029,2.081,0,0,1.499,1.606857143,0,0.114285714,1.996,2.114857143,0,0,0,0.8
25/04/2025,0,0,0,0,0,0,0,1.921,1.441,0,0,0,1.46,1.498,1.539,0,0,0,1.97,1.989,2.029,0,0,1.466333333,1.552571429,0,0.085714286,1.96,2.047714286,0,0,0,0.6
26/04/2025,0,0,0,0,0,0,0,1.9,1.459,0,0,0,1.441,1.46,1.498,0,0,0,1.921,1.97,1.989,0,0,1.453333333,1.516714286,0,0.085714286,1.930333333,2.001285714,0,0,0,0.6
27/04/2025,0,0,0,0,0,0,0,1.886,1.447,0,0,0,1.459,1.441,1.46,0,0,0,1.9,1.921,1.97,0,0,1.449,1.489,0,0.085714286,1.902333333,1.968,0,0,0,0.6
28/04/2025,0,0,0,0,0,0,0,1.856,1.41,0,0,0,1.447,1.459,1.441,0,0,0,1.886,1.9,1.921,0,0,1.438666667,1.464857143,0,0,1.880666667,1.935857143,0,0,0,0
29/04/2025,0,0,0,0,0,0,0,1.829,1.365,0,0,0,1.41,1.447,1.459,0,0,0,1.856,1.886,1.9,0,0,1.407333333,1.44,0,0,1.857,1.907285714,0,0,0,0
30/04/2025,0,0,0,0,0,0,0,1.797,1.329,0,0,0,1.365,1.41,1.447,0,0,0,1.829,1.856,1.886,0,0,1.368,1.415857143,0,0,1.827333333,1.879857143,0,0,0,0
01/05/2025,1,0,1,0,0,2.2,0,1.947,1.291,0,0,0,1.329,1.365,1.41,0,0,0,1.797,1.829,1.856,0,0,1.328333333,1.391714286,0.733333333,0.314285714,1.857666667,1.876571429,0,0,2.2,2.2
02/05/2025,0,1,1,1,0,0,0,1.843,1.258,0,0,0,1.291,1.329,1.365,2.2,0,0,1.947,1.797,1.829,0,0,1.292666667,1.365571429,0.733333333,0.314285714,1.862333333,1.865428571,0,0,2.2,2.2
03/05/2025,0,0,0,1,0,0,0,1.707,1.241,0,0,0,1.258,1.291,1.329,0,2.2,0,1.843,1.947,1.797,0,0,1.263333333,1.334428571,0.733333333,0.314285714,1.832333333,1.837857143,0,0,2.2,2.2
04/05/2025,0,0,0,0,0,0.4,1.2,1.683,1.244,0,0,0,1.241,1.258,1.291,0,0,2.2,1.707,1.843,1.947,0.4,0.171428571,1.247666667,1.305428571,0.133333333,0.371428571,1.744333333,1.808857143,1.2,1.2,0.4,2.6
05/05/2025,0,0,0,0,0,0.2,1,1.678,1.262,1.2,0,0,1.244,1.241,1.258,0.4,0,0,1.683,1.707,1.843,0.733333333,0.314285714,1.249,1.284285714,0.2,0.4,1.689333333,1.783428571,2.2,2.2,0.6,2.8
06/05/2025,0,0,0,0,0,0,0,1.647,1.246,1,1.2,0,1.262,1.244,1.241,0.2,0.4,0,1.678,1.683,1.707,0.733333333,0.314285714,1.250666667,1.267285714,0.2,0.4,1.669333333,1.757428571,2.2,2.2,0.6,2.8
07/05/2025,0,0,1,0,0,0,0,1.651,1.226,0,1,1.2,1.246,1.262,1.244,0,0.2,0.4,1.647,1.678,1.683,0.333333333,0.314285714,1.244666667,1.252571429,0.066666667,0.4,1.658666667,1.736571429,1,2.2,0.2,2.8
08/05/2025,0,0,0,0,0,0,0,1.647,1.213,0,0,1,1.226,1.246,1.262,0,0,0.2,1.651,1.647,1.678,0,0.314285714,1.228333333,1.241428571,0,0.085714286,1.648333333,1.693714286,0,2.2,0,0.6
09/05/2025,0,0,0,0,0,0,0,1.625,1.188,0,0,0,1.213,1.226,1.246,0,0,0,1.647,1.651,1.647,0,0.314285714,1.209,1.231428571,0,0.085714286,1.641,1.662571429,0,2.2,0,0.6
10/05/2025,0,0,0,0,0,0,0,1.596,1.154,0,0,0,1.188,1.213,1.226,0,0,0,1.625,1.647,1.651,0,0.314285714,1.185,1.219,0,0.085714286,1.622666667,1.646714286,0,2.2,0,0.6
11/05/2025,0,0,0,0,0,0,0,1.565,1.133,0,0,0,1.154,1.188,1.213,0,0,0,1.596,1.625,1.647,0,0.142857143,1.158333333,1.203142857,0,0.028571429,1.595333333,1.629857143,0,1,0,0.2
12/05/2025,0,0,0,0,0,0,0,1.547,1.13,0,0,0,1.133,1.154,1.188,0,0,0,1.565,1.596,1.625,0,0,1.139,1.184285714,0,0,1.569333333,1.611142857,0,0,0,0
13/05/2025,0,0,0,0,0,0,0,1.61,1.113,0,0,0,1.13,1.133,1.154,0,0,0,1.547,1.565,1.596,0,0,1.125333333,1.165285714,0,0,1.574,1.605857143,0,0,0,0
14/05/2025,0,0,0,0,0,0,0,1.513,1.088,0,0,0,1.113,1.13,1.133,0,0,0,1.61,1.547,1.565,0,0,1.110333333,1.145571429,0,0,1.556666667,1.586142857,0,0,0,0
15/05/2025,0,0,0,0,0,0,0,1.493,1.088,0,0,0,1.088,1.113,1.13,0,0,0,1.513,1.61,1.547,0,0,1.096333333,1.127714286,0,0,1.538666667,1.564142857,0,0,0,0
16/05/2025,0,0,0,0,0,0,0,1.505,1.071,0,0,0,1.088,1.088,1.113,0,0,0,1.493,1.513,1.61,0,0,1.082333333,1.111,0,0,1.503666667,1.547,0,0,0,0
17/05/2025,0,0,0,0,0,0,0,1.477,1.046,0,0,0,1.071,1.088,1.088,0,0,0,1.505,1.493,1.513,0,0,1.068333333,1.095571429,0,0,1.491666667,1.53,0,0,0,0
18/05/2025,0,0,0,0,0,0,0,1.467,1.052,0,0,0,1.046,1.071,1.088,0,0,0,1.477,1.505,1.493,0,0,1.056333333,1.084,0,0,1.483,1.516,0,0,0,0
19/05/2025,0,0,0,0,0,0,0,1.483,1.064,0,0,0,1.052,1.046,1.071,0,0,0,1.467,1.477,1.505,0,0,1.054,1.074571429,0,0,1.475666667,1.506857143,0,0,0,0
20/05/2025,0,0,0,0,0,0,1,1.482,1.048,0,0,0,1.064,1.052,1.046,0,0,0,1.483,1.467,1.477,0.333333333,0.142857143,1.054666667,1.065285714,0,0,1.477333333,1.488571429,1,1,0,0
21/05/2025,0,0,0,0,0,0,0.4,1.465,1.029,1,0,0,1.048,1.064,1.052,0,0,0,1.482,1.483,1.467,0.466666667,0.2,1.047,1.056857143,0,0,1.476666667,1.481714286,1.4,1.4,0,0
